"id";"latitude";"longitude";"depth";"yearcollected";"tname"
379745201;53.57;-6.18;;1988;"Cystoseira tamariscifolia"
379746416;55.67;-6.13;;1982;"Cystoseira tamariscifolia"
379746807;53.22;-9.34;;1960;"Cystoseira tamariscifolia"
379747240;55.11;-6.74;;1907;"Cystoseira tamariscifolia"
379748989;50.52;-2.14;;1974;"Cystoseira tamariscifolia"
379750196;53.57;-6.18;;1976;"Cystoseira tamariscifolia"
379752267;50.32;-4.24;;1975;"Cystoseira tamariscifolia"
379753723;50.31;-4.81;;1997;"Cystoseira tamariscifolia"
379754856;51.95;-10.03;;1958;"Cystoseira tamariscifolia"
379756314;53.13;-9.19;;1986;"Cystoseira tamariscifolia"
379756652;50.03;-5.21;;1980;"Cystoseira tamariscifolia"
379758922;51.42;-9.29;;1987;"Cystoseira tamariscifolia"
379759003;54.21;-9.07;;1999;"Cystoseira tamariscifolia"
379759004;54.21;-9.07;;1999;"Cystoseira tamariscifolia"
379759005;54.21;-9.07;;1999;"Cystoseira tamariscifolia"
379759039;54.11;-10.14;;1914;"Cystoseira tamariscifolia"
379759046;54.11;-10.14;;1914;"Cystoseira tamariscifolia"
379759059;54.66;-8.93;;1987;"Cystoseira tamariscifolia"
379759134;54.21;-9.07;;1999;"Cystoseira tamariscifolia"
379759139;51.12;-4.71;;1972;"Cystoseira tamariscifolia"
379760695;50.52;-2.14;;1964;"Cystoseira tamariscifolia"
379761334;49.94;-5.34;;1978;"Cystoseira tamariscifolia"
379761528;50.52;-2.14;;1974;"Cystoseira tamariscifolia"
379762117;50.02;-5.63;;1977;"Cystoseira tamariscifolia"
379762126;50.49;-4.96;;1977;"Cystoseira tamariscifolia"
379762165;50.12;-5.07;;1977;"Cystoseira tamariscifolia"
379762429;50.21;-5.36;;1973;"Cystoseira tamariscifolia"
379762436;50.20;-5.50;;1977;"Cystoseira tamariscifolia"
379763897;55.86;-5.67;;1982;"Cystoseira tamariscifolia"
379764536;51.42;-9.43;;1987;"Cystoseira tamariscifolia"
379764789;54.11;-10.14;;1987;"Cystoseira tamariscifolia"
379764938;51.49;-4.30;;1960;"Cystoseira tamariscifolia"
379765474;52.31;-9.90;;1960;"Cystoseira tamariscifolia"
379765756;50.52;-2.56;;1960;"Cystoseira tamariscifolia"
379766013;51.42;-9.43;;1987;"Cystoseira tamariscifolia"
379766044;51.12;-4.71;;1969;"Cystoseira tamariscifolia"
379766710;53.13;-9.19;;1973;"Cystoseira tamariscifolia"
379768115;54.30;-9.38;;1999;"Cystoseira tamariscifolia"
379768351;51.70;-8.29;;1988;"Cystoseira tamariscifolia"
379768380;53.21;-9.64;;1958;"Cystoseira tamariscifolia"
379768682;50.31;-4.67;;1950;"Cystoseira tamariscifolia"
379769616;49.94;-5.20;;1972;"Cystoseira tamariscifolia"
379769621;50.03;-5.07;;1950;"Cystoseira tamariscifolia"
379769644;49.94;-5.34;;1978;"Cystoseira tamariscifolia"
379770044;50.15;-3.82;;1974;"Cystoseira tamariscifolia"
379770967;50.24;-3.96;;1976;"Cystoseira tamariscifolia"
379771569;53.19;-4.54;;1953;"Cystoseira tamariscifolia"
379773165;49.94;-5.20;;1972;"Cystoseira tamariscifolia"
379774216;54.21;-9.07;;1979;"Cystoseira tamariscifolia"
379774731;49.94;-5.20;;1980;"Cystoseira tamariscifolia"
379774832;49.94;-5.20;;1978;"Cystoseira tamariscifolia"
379774835;50.03;-5.21;;1978;"Cystoseira tamariscifolia"
379774948;50.61;-2.28;;1960;"Cystoseira tamariscifolia"
379775053;50.20;-5.50;;1974;"Cystoseira tamariscifolia"
379775479;52.22;-10.04;;1959;"Cystoseira tamariscifolia"
379775724;51.42;-9.29;;1987;"Cystoseira tamariscifolia"
379775753;51.88;-7.71;;1984;"Cystoseira tamariscifolia"
380372065;53.22;-4.52;;1998;"Cystoseira tamariscifolia"
380388617;53.27;-4.62;;2003;"Cystoseira tamariscifolia"
380496101;53.61;4.19;;;"Cystoseira tamariscifolia"
383790064;53.22;-4.52;;2011;"Cystoseira tamariscifolia"
384239493;53.22;-4.52;;2009;"Cystoseira tamariscifolia"
384282314;53.22;-4.52;;2009;"Cystoseira tamariscifolia"
390832574;50.54;-4.98;;1950;"Cystoseira tamariscifolia"
390832584;50.54;-4.98;;1950;"Cystoseira tamariscifolia"
390832857;50.34;4.45;;1964;"Cystoseira tamariscifolia"
390833101;50.31;-4.08;;1959;"Cystoseira tamariscifolia"
