"id";"latitude";"longitude";"depth";"yearcollected";"tname"
367341840;57.71;-6.45;;2006;"Saccorhiza polyschides"
367341876;51.99;-5.09;;2012;"Saccorhiza polyschides"
367342148;50.32;-5.19;;2003;"Saccorhiza polyschides"
367342553;57.20;-7.26;;2006;"Saccorhiza polyschides"
367342762;56.91;-6.16;;1998;"Saccorhiza polyschides"
367342992;50.34;-3.55;;2012;"Saccorhiza polyschides"
367343443;57.15;-6.10;;1980;"Saccorhiza polyschides"
367343913;49.92;-6.26;;2008;"Saccorhiza polyschides"
367345291;55.43;-5.24;;2010;"Saccorhiza polyschides"
367345556;54.39;-5.56;;2003;"Saccorhiza polyschides"
367346327;50.33;-4.12;;2007;"Saccorhiza polyschides"
367346348;49.91;-6.28;;2010;"Saccorhiza polyschides"
367346399;50.28;-3.93;;2007;"Saccorhiza polyschides"
367346407;50.30;-3.98;;2010;"Saccorhiza polyschides"
367346667;50.48;-3.51;;2008;"Saccorhiza polyschides"
367347083;60.68;-0.97;;1987;"Saccorhiza polyschides"
367347840;50.72;-0.71;;2002;"Saccorhiza polyschides"
367347961;50.40;-3.49;;2012;"Saccorhiza polyschides"
367348460;50.00;-5.10;;2012;"Saccorhiza polyschides"
367348799;49.87;-6.34;;2005;"Saccorhiza polyschides"
367348800;50.32;-3.57;;2008;"Saccorhiza polyschides"
367348911;52.00;-5.08;;2007;"Saccorhiza polyschides"
367349023;57.11;-6.00;;1980;"Saccorhiza polyschides"
367349711;50.47;-3.50;;2007;"Saccorhiza polyschides"
367349959;50.20;-4.33;;2006;"Saccorhiza polyschides"
367350275;52.78;-4.51;;2002;"Saccorhiza polyschides"
367350717;49.71;-2.18;;2010;"Saccorhiza polyschides"
367350793;50.69;-3.02;;2004;"Saccorhiza polyschides"
367351189;58.49;-4.66;;1986;"Saccorhiza polyschides"
367351347;51.79;-9.89;;2007;"Saccorhiza polyschides"
367352242;54.20;-4.39;;2012;"Saccorhiza polyschides"
367352248;51.86;-5.33;;2009;"Saccorhiza polyschides"
367352416;58.52;-4.66;;1986;"Saccorhiza polyschides"
367352988;55.74;-4.90;;2004;"Saccorhiza polyschides"
367353224;51.62;-4.67;;2010;"Saccorhiza polyschides"
367353352;52.78;-4.51;;2002;"Saccorhiza polyschides"
367353451;57.57;-5.70;;2000;"Saccorhiza polyschides"
367353533;50.39;-3.48;;2006;"Saccorhiza polyschides"
367353572;51.62;-8.52;;2011;"Saccorhiza polyschides"
367353626;51.73;-5.22;;2011;"Saccorhiza polyschides"
367353721;51.73;-5.24;;2012;"Saccorhiza polyschides"
367353819;50.18;-4.26;;2009;"Saccorhiza polyschides"
367354756;51.71;-5.10;;2011;"Saccorhiza polyschides"
367354889;50.03;-5.05;;2007;"Saccorhiza polyschides"
367355021;51.70;-5.26;;2002;"Saccorhiza polyschides"
367355190;56.65;-6.11;;2007;"Saccorhiza polyschides"
367355238;51.73;-5.25;;1983;"Saccorhiza polyschides"
367355254;57.69;-6.35;;2007;"Saccorhiza polyschides"
367355318;50.41;-5.12;;2012;"Saccorhiza polyschides"
367356413;50.18;-4.26;;2009;"Saccorhiza polyschides"
367356513;56.61;-6.50;;2003;"Saccorhiza polyschides"
367356640;50.31;-4.12;;2008;"Saccorhiza polyschides"
367357609;55.00;-8.49;;2009;"Saccorhiza polyschides"
367357924;58.67;-3.13;;2010;"Saccorhiza polyschides"
367358458;50.13;-5.07;;2010;"Saccorhiza polyschides"
367359582;49.20;-2.01;;2012;"Saccorhiza polyschides"
367359970;49.88;-6.33;;2010;"Saccorhiza polyschides"
367360391;50.32;-4.14;;2010;"Saccorhiza polyschides"
367360885;56.61;-6.52;;2003;"Saccorhiza polyschides"
367361252;54.06;-4.74;;2005;"Saccorhiza polyschides"
367362308;50.04;-5.62;;2010;"Saccorhiza polyschides"
367362644;51.87;-5.33;;2009;"Saccorhiza polyschides"
367363846;53.61;-9.87;;2011;"Saccorhiza polyschides"
367365518;54.38;-5.55;;2003;"Saccorhiza polyschides"
367365706;51.85;-5.34;;2000;"Saccorhiza polyschides"
367366582;59.35;-2.87;;1997;"Saccorhiza polyschides"
367366714;55.29;-6.25;;2011;"Saccorhiza polyschides"
367366988;51.96;-5.12;;2010;"Saccorhiza polyschides"
367367312;50.28;-3.93;;2007;"Saccorhiza polyschides"
367367557;60.15;-1.37;;1987;"Saccorhiza polyschides"
367367602;52.90;-4.64;;1995;"Saccorhiza polyschides"
367367735;57.17;-6.03;;1980;"Saccorhiza polyschides"
367367980;54.25;-5.60;;2012;"Saccorhiza polyschides"
367368259;49.92;-6.27;;2004;"Saccorhiza polyschides"
367368445;51.73;-5.24;;2010;"Saccorhiza polyschides"
367368741;58.21;-6.86;;1982;"Saccorhiza polyschides"
367368922;50.61;-1.94;;1999;"Saccorhiza polyschides"
367369003;50.04;-5.58;;2012;"Saccorhiza polyschides"
367369305;49.72;-2.20;;2007;"Saccorhiza polyschides"
367369802;50.71;-2.84;;2012;"Saccorhiza polyschides"
367369819;54.04;-4.80;;2009;"Saccorhiza polyschides"
367370107;50.22;-3.63;;2012;"Saccorhiza polyschides"
367370400;58.22;-6.94;;1982;"Saccorhiza polyschides"
367371167;50.31;-4.14;;2011;"Saccorhiza polyschides"
367371192;50.05;-5.56;;2011;"Saccorhiza polyschides"
367371277;56.17;-2.54;;2002;"Saccorhiza polyschides"
367371475;50.61;-1.94;;1999;"Saccorhiza polyschides"
367371826;50.32;-5.20;;2010;"Saccorhiza polyschides"
367372332;50.29;-4.06;;2006;"Saccorhiza polyschides"
367372704;58.84;-3.04;;2012;"Saccorhiza polyschides"
367372778;49.92;-6.27;;2010;"Saccorhiza polyschides"
367373466;55.00;-5.08;;2004;"Saccorhiza polyschides"
367374146;55.42;-5.53;;2009;"Saccorhiza polyschides"
367374432;58.67;-3.13;;2010;"Saccorhiza polyschides"
367374941;55.73;-5.59;;2006;"Saccorhiza polyschides"
367375122;49.92;-6.26;;2008;"Saccorhiza polyschides"
367375298;58.59;-3.04;;2009;"Saccorhiza polyschides"
367375844;49.86;-6.39;;2010;"Saccorhiza polyschides"
367375931;50.61;-1.93;;2005;"Saccorhiza polyschides"
367375999;56.83;-6.22;;2012;"Saccorhiza polyschides"
367376171;50.04;-5.04;;2011;"Saccorhiza polyschides"
367376184;49.98;-6.31;;2008;"Saccorhiza polyschides"
367377130;50.04;-5.62;;2010;"Saccorhiza polyschides"
367377412;50.29;-3.94;;2003;"Saccorhiza polyschides"
367377557;50.29;-4.06;;2007;"Saccorhiza polyschides"
367377677;50.33;-4.19;;2007;"Saccorhiza polyschides"
367378068;57.98;-7.09;;2011;"Saccorhiza polyschides"
367378290;58.50;-4.66;;1986;"Saccorhiza polyschides"
367378769;50.05;-5.04;;2007;"Saccorhiza polyschides"
367378915;50.45;-3.48;;2010;"Saccorhiza polyschides"
367379086;52.79;-4.48;;1998;"Saccorhiza polyschides"
367379311;54.05;-4.77;;2009;"Saccorhiza polyschides"
367379427;50.35;-3.51;;2008;"Saccorhiza polyschides"
367379705;50.36;-3.50;;2009;"Saccorhiza polyschides"
367379738;55.29;-6.25;;2007;"Saccorhiza polyschides"
367381201;54.05;-4.82;;2009;"Saccorhiza polyschides"
367381286;51.86;-5.33;;2009;"Saccorhiza polyschides"
367381908;50.41;-5.12;;2012;"Saccorhiza polyschides"
367382726;50.02;-5.67;;2010;"Saccorhiza polyschides"
367382859;50.33;-4.18;;2007;"Saccorhiza polyschides"
367383359;54.12;-4.52;;2010;"Saccorhiza polyschides"
367384442;51.77;0.89;;2011;"Saccorhiza polyschides"
367384553;55.75;-5.37;;2007;"Saccorhiza polyschides"
367385099;56.83;-6.27;;2012;"Saccorhiza polyschides"
367385579;50.68;-1.88;;2012;"Saccorhiza polyschides"
367385632;51.77;0.89;;2011;"Saccorhiza polyschides"
367385648;57.19;-7.25;;2006;"Saccorhiza polyschides"
367386072;49.90;-6.30;;2010;"Saccorhiza polyschides"
367386257;49.72;-2.25;;2007;"Saccorhiza polyschides"
367386876;50.20;-3.72;;2007;"Saccorhiza polyschides"
367386904;55.28;-6.19;;2006;"Saccorhiza polyschides"
367386926;50.39;-3.48;;2006;"Saccorhiza polyschides"
367387480;50.22;-3.95;;2011;"Saccorhiza polyschides"
367388271;50.46;-3.47;;2009;"Saccorhiza polyschides"
367388780;57.56;-5.76;;2000;"Saccorhiza polyschides"
367388997;50.22;-3.98;;2009;"Saccorhiza polyschides"
367389275;50.33;-5.22;;2011;"Saccorhiza polyschides"
367389412;55.24;-6.34;;2012;"Saccorhiza polyschides"
367389423;51.73;-5.24;;2012;"Saccorhiza polyschides"
367389529;55.95;-5.43;;2008;"Saccorhiza polyschides"
367390482;50.30;-4.11;;2009;"Saccorhiza polyschides"
367390490;60.13;-1.34;;1987;"Saccorhiza polyschides"
367390624;49.71;-2.23;;2007;"Saccorhiza polyschides"
367391024;50.61;-1.94;;1999;"Saccorhiza polyschides"
367391237;50.46;-3.48;;2011;"Saccorhiza polyschides"
367391444;57.35;-5.55;;2008;"Saccorhiza polyschides"
367391816;50.04;-5.03;;2005;"Saccorhiza polyschides"
367392121;50.31;-4.09;;2007;"Saccorhiza polyschides"
367392146;49.40;-2.35;;2010;"Saccorhiza polyschides"
367392473;49.93;-6.38;;2005;"Saccorhiza polyschides"
367392848;56.68;-6.50;;2003;"Saccorhiza polyschides"
367392893;51.73;-5.24;;2004;"Saccorhiza polyschides"
367392907;57.23;-7.31;;1984;"Saccorhiza polyschides"
367393200;57.51;-6.59;;2012;"Saccorhiza polyschides"
367393529;56.99;-5.65;;2001;"Saccorhiza polyschides"
367393991;59.36;-2.87;;1997;"Saccorhiza polyschides"
367394044;50.55;-2.41;;2004;"Saccorhiza polyschides"
367394712;50.33;-3.54;;2010;"Saccorhiza polyschides"
367395220;50.20;-3.72;;2007;"Saccorhiza polyschides"
367395376;56.53;-5.80;;2012;"Saccorhiza polyschides"
367395439;56.64;-6.47;;2003;"Saccorhiza polyschides"
367396273;50.59;-4.87;;2005;"Saccorhiza polyschides"
367396357;49.92;-6.33;;2009;"Saccorhiza polyschides"
367396697;49.43;-2.34;;2010;"Saccorhiza polyschides"
367396850;54.05;-4.76;;2005;"Saccorhiza polyschides"
367397079;53.28;-6.10;;2010;"Saccorhiza polyschides"
367397098;49.91;-6.27;;2009;"Saccorhiza polyschides"
367397299;54.05;-4.62;;2011;"Saccorhiza polyschides"
367397392;50.13;-4.94;;2012;"Saccorhiza polyschides"
367397485;51.66;-5.10;;2003;"Saccorhiza polyschides"
367397614;56.61;-6.50;;2003;"Saccorhiza polyschides"
367397978;58.25;-6.87;;1982;"Saccorhiza polyschides"
367398294;55.74;-4.90;;2005;"Saccorhiza polyschides"
367398377;51.65;-4.66;;2010;"Saccorhiza polyschides"
367398542;58.39;-5.17;;2010;"Saccorhiza polyschides"
367398639;50.19;-3.71;;2007;"Saccorhiza polyschides"
367399438;50.31;-4.18;;2006;"Saccorhiza polyschides"
367399746;50.28;-4.04;;2010;"Saccorhiza polyschides"
367399837;55.24;-5.11;;2004;"Saccorhiza polyschides"
367400665;54.38;-5.56;;2008;"Saccorhiza polyschides"
367400737;49.72;-2.16;;2007;"Saccorhiza polyschides"
367401274;49.92;-6.27;;2010;"Saccorhiza polyschides"
367401672;55.63;-1.61;;2012;"Saccorhiza polyschides"
367402152;50.21;-3.66;;2010;"Saccorhiza polyschides"
367402835;51.74;-5.28;;2009;"Saccorhiza polyschides"
367403601;51.68;-5.10;;2008;"Saccorhiza polyschides"
367403685;51.71;-5.11;;2010;"Saccorhiza polyschides"
367403881;51.96;-5.12;;2009;"Saccorhiza polyschides"
367404049;49.96;-6.36;;2005;"Saccorhiza polyschides"
367404699;52.78;-4.51;;2002;"Saccorhiza polyschides"
367404880;50.42;-5.08;;2003;"Saccorhiza polyschides"
367405409;49.41;-2.35;;2008;"Saccorhiza polyschides"
367405622;50.04;-5.04;;2003;"Saccorhiza polyschides"
367405779;50.35;-4.12;;2006;"Saccorhiza polyschides"
367406070;50.33;-4.13;;2005;"Saccorhiza polyschides"
367406432;50.33;-4.14;;2003;"Saccorhiza polyschides"
367406530;50.60;-1.93;;2010;"Saccorhiza polyschides"
367406742;49.23;-2.07;;1997;"Saccorhiza polyschides"
367406941;49.97;-6.27;;2011;"Saccorhiza polyschides"
367407144;50.14;-5.02;;2012;"Saccorhiza polyschides"
367407229;55.28;-5.55;;2006;"Saccorhiza polyschides"
367408069;51.76;-5.19;;2005;"Saccorhiza polyschides"
367408441;56.83;-5.80;;2003;"Saccorhiza polyschides"
367408824;57.05;-6.30;;2004;"Saccorhiza polyschides"
367409171;51.65;-4.66;;2010;"Saccorhiza polyschides"
367409673;58.89;-2.66;;2011;"Saccorhiza polyschides"
367411109;51.67;-8.44;;2011;"Saccorhiza polyschides"
367411161;50.21;-5.48;;2008;"Saccorhiza polyschides"
367411580;52.79;-4.72;;2003;"Saccorhiza polyschides"
367411766;50.70;-0.76;;2012;"Saccorhiza polyschides"
367412275;49.41;-2.55;;2012;"Saccorhiza polyschides"
367412790;49.88;-6.33;;2010;"Saccorhiza polyschides"
367413404;50.29;-3.94;;2003;"Saccorhiza polyschides"
367413562;50.18;-4.26;;2009;"Saccorhiza polyschides"
367414019;50.70;-1.83;;2010;"Saccorhiza polyschides"
367414496;55.23;-6.42;;2008;"Saccorhiza polyschides"
367414620;49.72;-2.15;;2007;"Saccorhiza polyschides"
367414909;57.57;-5.70;;2000;"Saccorhiza polyschides"
367414919;50.21;-3.67;;2012;"Saccorhiza polyschides"
367415028;57.70;-2.12;;2009;"Saccorhiza polyschides"
367415371;53.55;-10.22;;2010;"Saccorhiza polyschides"
367415681;50.60;-1.94;;2012;"Saccorhiza polyschides"
367415799;51.71;-5.10;;2011;"Saccorhiza polyschides"
367415813;50.33;-4.49;;2012;"Saccorhiza polyschides"
367416556;54.38;-5.55;;2003;"Saccorhiza polyschides"
367416741;50.60;-1.94;;1997;"Saccorhiza polyschides"
367417571;50.31;-4.55;;2006;"Saccorhiza polyschides"
367417913;50.31;-4.18;;2006;"Saccorhiza polyschides"
367418179;50.54;-2.41;;1998;"Saccorhiza polyschides"
367418387;49.90;-6.28;;2010;"Saccorhiza polyschides"
367419661;54.27;-9.20;;2010;"Saccorhiza polyschides"
367420525;50.45;-3.49;;2011;"Saccorhiza polyschides"
367420738;53.21;-4.51;;2007;"Saccorhiza polyschides"
367421079;50.22;-4.81;;2012;"Saccorhiza polyschides"
367421238;57.21;-7.26;;1984;"Saccorhiza polyschides"
367421315;50.05;-5.56;;2006;"Saccorhiza polyschides"
367421633;56.89;-6.10;;1998;"Saccorhiza polyschides"
367421750;50.73;-0.99;;2008;"Saccorhiza polyschides"
367421891;51.87;-5.34;;2000;"Saccorhiza polyschides"
367422154;50.60;-1.84;;2009;"Saccorhiza polyschides"
367422834;50.15;-5.06;;2012;"Saccorhiza polyschides"
367422860;51.70;-5.08;;2003;"Saccorhiza polyschides"
367422862;50.13;-4.94;;2012;"Saccorhiza polyschides"
367423030;49.88;-6.33;;2010;"Saccorhiza polyschides"
367423062;49.93;-6.38;;2005;"Saccorhiza polyschides"
367423724;56.18;-2.55;;2002;"Saccorhiza polyschides"
367423744;60.12;-1.17;;2011;"Saccorhiza polyschides"
367424022;53.69;-10.13;;2010;"Saccorhiza polyschides"
367424248;51.19;-4.20;;2012;"Saccorhiza polyschides"
367424395;57.59;-6.39;;2007;"Saccorhiza polyschides"
367424690;51.70;-5.26;;2012;"Saccorhiza polyschides"
367424905;51.18;-4.65;;2009;"Saccorhiza polyschides"
367425591;51.76;-5.19;;2005;"Saccorhiza polyschides"
367426021;58.17;-6.88;;1982;"Saccorhiza polyschides"
367426227;55.45;-5.51;;2011;"Saccorhiza polyschides"
367426504;60.41;-0.74;;1987;"Saccorhiza polyschides"
367427242;56.24;-5.77;;2012;"Saccorhiza polyschides"
367427458;50.22;-3.63;;2005;"Saccorhiza polyschides"
367427510;49.71;-2.16;;2010;"Saccorhiza polyschides"
367428466;49.87;-6.40;;2010;"Saccorhiza polyschides"
367429542;49.40;-2.36;;2011;"Saccorhiza polyschides"
367430005;51.68;-5.15;;2011;"Saccorhiza polyschides"
367430254;56.01;-5.34;;2012;"Saccorhiza polyschides"
367430723;50.32;-4.25;;2008;"Saccorhiza polyschides"
367430889;50.31;-5.25;;2004;"Saccorhiza polyschides"
367431423;50.22;-3.63;;2006;"Saccorhiza polyschides"
367431596;49.88;-6.33;;2010;"Saccorhiza polyschides"
367431984;55.30;-6.27;;2012;"Saccorhiza polyschides"
367433142;50.03;-5.14;;2007;"Saccorhiza polyschides"
367433514;56.94;-6.14;;1998;"Saccorhiza polyschides"
367433714;50.42;-5.09;;2011;"Saccorhiza polyschides"
367433727;51.17;-4.65;;2008;"Saccorhiza polyschides"
367433843;50.46;-3.47;;2009;"Saccorhiza polyschides"
367434309;50.06;-5.06;;2011;"Saccorhiza polyschides"
367434357;49.72;-2.19;;2007;"Saccorhiza polyschides"
367434853;58.21;-6.91;;1982;"Saccorhiza polyschides"
367435154;50.70;-2.79;;2012;"Saccorhiza polyschides"
367435887;55.37;-7.33;;2011;"Saccorhiza polyschides"
367435985;50.31;-4.18;;2011;"Saccorhiza polyschides"
367436188;52.99;-4.42;;2007;"Saccorhiza polyschides"
367436999;52.90;-4.64;;2009;"Saccorhiza polyschides"
367437010;55.24;-5.11;;2004;"Saccorhiza polyschides"
367438241;50.04;-5.04;;2006;"Saccorhiza polyschides"
367438403;50.17;-4.26;;2003;"Saccorhiza polyschides"
367438785;52.80;-4.45;;1996;"Saccorhiza polyschides"
367438935;50.40;-3.50;;2008;"Saccorhiza polyschides"
367439037;57.99;-5.35;;1996;"Saccorhiza polyschides"
367439214;57.23;-7.30;;1984;"Saccorhiza polyschides"
367439404;50.31;-4.09;;2007;"Saccorhiza polyschides"
367439553;50.31;-4.18;;2006;"Saccorhiza polyschides"
367439556;50.09;-5.52;;2007;"Saccorhiza polyschides"
367439597;60.34;-1.44;;1987;"Saccorhiza polyschides"
367439765;53.24;-9.62;;2012;"Saccorhiza polyschides"
367439794;50.73;-0.84;;2010;"Saccorhiza polyschides"
367440765;57.72;-6.96;;2011;"Saccorhiza polyschides"
367440794;57.96;-5.44;;1996;"Saccorhiza polyschides"
367441859;50.47;-3.50;;2007;"Saccorhiza polyschides"
367442537;56.17;-2.54;;2002;"Saccorhiza polyschides"
367442753;50.40;-3.48;;2011;"Saccorhiza polyschides"
367443032;50.04;-5.61;;2010;"Saccorhiza polyschides"
367443608;51.73;-5.26;;2010;"Saccorhiza polyschides"
367443808;57.05;-6.30;;2004;"Saccorhiza polyschides"
367443984;51.71;-5.10;;2007;"Saccorhiza polyschides"
367444016;57.05;-6.47;;2007;"Saccorhiza polyschides"
367444269;50.09;-5.52;;2007;"Saccorhiza polyschides"
367444426;55.28;-5.55;;2006;"Saccorhiza polyschides"
367444487;51.74;-5.27;;1983;"Saccorhiza polyschides"
367445960;50.29;-3.95;;2003;"Saccorhiza polyschides"
367445971;50.26;-4.78;;2007;"Saccorhiza polyschides"
367446227;49.86;-6.38;;2009;"Saccorhiza polyschides"
367446383;50.33;-4.49;;2011;"Saccorhiza polyschides"
367446725;56.26;-5.59;;2009;"Saccorhiza polyschides"
367447247;51.64;-4.76;;2008;"Saccorhiza polyschides"
367447965;58.01;-5.43;;1996;"Saccorhiza polyschides"
367448214;50.17;-4.26;;2005;"Saccorhiza polyschides"
367449876;50.33;-5.23;;2011;"Saccorhiza polyschides"
367450249;50.06;-5.06;;2011;"Saccorhiza polyschides"
367450419;49.71;-2.16;;2007;"Saccorhiza polyschides"
367450427;54.12;-4.52;;2010;"Saccorhiza polyschides"
367450497;55.86;-5.38;;2004;"Saccorhiza polyschides"
367450646;50.36;-4.14;;2007;"Saccorhiza polyschides"
367450794;51.88;-5.31;;2009;"Saccorhiza polyschides"
367450824;50.30;-4.11;;2008;"Saccorhiza polyschides"
367450876;51.59;-4.91;;2005;"Saccorhiza polyschides"
367450966;56.64;-6.47;;2003;"Saccorhiza polyschides"
367450986;58.25;-6.84;;1982;"Saccorhiza polyschides"
367451006;50.22;-3.98;;2006;"Saccorhiza polyschides"
367451228;50.67;-0.78;;1997;"Saccorhiza polyschides"
367451545;50.04;-5.04;;2009;"Saccorhiza polyschides"
367451880;54.04;-4.81;;2011;"Saccorhiza polyschides"
367452228;52.12;-6.92;;2009;"Saccorhiza polyschides"
367452487;50.22;-3.64;;2012;"Saccorhiza polyschides"
367453590;55.51;-5.07;;2008;"Saccorhiza polyschides"
367453845;55.28;-5.55;;2006;"Saccorhiza polyschides"
367454151;55.20;-6.65;;2012;"Saccorhiza polyschides"
367454289;54.16;-4.74;;2011;"Saccorhiza polyschides"
367454405;50.03;-5.05;;2005;"Saccorhiza polyschides"
367454739;49.96;-6.26;;2010;"Saccorhiza polyschides"
367454777;50.33;-4.14;;2005;"Saccorhiza polyschides"
367454829;50.15;-5.06;;2012;"Saccorhiza polyschides"
367454860;50.64;-1.92;;2005;"Saccorhiza polyschides"
367454983;50.28;-4.03;;2007;"Saccorhiza polyschides"
367455797;50.33;-4.44;;2011;"Saccorhiza polyschides"
367455817;51.73;-5.24;;2004;"Saccorhiza polyschides"
367455951;49.71;-2.17;;2010;"Saccorhiza polyschides"
367456173;54.39;-5.57;;2012;"Saccorhiza polyschides"
367456218;50.32;-4.19;;2004;"Saccorhiza polyschides"
367456510;50.45;-3.48;;2011;"Saccorhiza polyschides"
367457099;50.38;-5.15;;2011;"Saccorhiza polyschides"
367457555;51.63;-4.67;;2010;"Saccorhiza polyschides"
367457997;52.12;-6.92;;2010;"Saccorhiza polyschides"
367458134;51.77;-5.17;;2010;"Saccorhiza polyschides"
367458293;50.21;-3.66;;2010;"Saccorhiza polyschides"
367459054;55.63;-1.67;;2006;"Saccorhiza polyschides"
367459462;50.15;-5.03;;2012;"Saccorhiza polyschides"
367460164;51.52;-9.70;;2005;"Saccorhiza polyschides"
367460619;51.70;-5.09;;2003;"Saccorhiza polyschides"
367460731;59.36;-2.86;;1997;"Saccorhiza polyschides"
367461024;53.68;-10.13;;2010;"Saccorhiza polyschides"
367461234;58.82;-3.07;;2011;"Saccorhiza polyschides"
367461249;57.57;-5.70;;2000;"Saccorhiza polyschides"
367461475;59.36;-2.87;;1997;"Saccorhiza polyschides"
367461693;49.98;-6.31;;2008;"Saccorhiza polyschides"
367464474;49.96;-6.30;;2011;"Saccorhiza polyschides"
367465588;56.87;-6.11;;1998;"Saccorhiza polyschides"
367465629;51.77;-5.17;;2010;"Saccorhiza polyschides"
367466121;49.44;-2.36;;2011;"Saccorhiza polyschides"
367466868;50.75;-0.72;;2012;"Saccorhiza polyschides"
367466871;49.93;-6.24;;2006;"Saccorhiza polyschides"
367467367;51.96;-5.13;;2012;"Saccorhiza polyschides"
367467571;49.97;-6.33;;2005;"Saccorhiza polyschides"
367467684;56.55;-6.74;;2003;"Saccorhiza polyschides"
367468071;51.69;-5.10;;2012;"Saccorhiza polyschides"
367468137;50.05;-5.06;;2011;"Saccorhiza polyschides"
367469319;49.97;-6.28;;2010;"Saccorhiza polyschides"
367469468;55.24;-6.33;;2008;"Saccorhiza polyschides"
367469470;50.19;-4.25;;2008;"Saccorhiza polyschides"
367469634;50.30;-4.10;;2012;"Saccorhiza polyschides"
367470365;59.51;-1.62;;2011;"Saccorhiza polyschides"
367470574;57.88;-6.69;;2007;"Saccorhiza polyschides"
367470616;57.35;-5.56;;2009;"Saccorhiza polyschides"
367471144;58.62;-3.53;;2010;"Saccorhiza polyschides"
367471165;57.74;-6.96;;2011;"Saccorhiza polyschides"
367471935;51.73;-5.27;;2011;"Saccorhiza polyschides"
367472828;52.78;-4.69;;2009;"Saccorhiza polyschides"
367472832;51.73;-5.22;;2011;"Saccorhiza polyschides"
367473025;55.27;-6.17;;2006;"Saccorhiza polyschides"
367473192;49.13;-1.98;;2012;"Saccorhiza polyschides"
367473560;50.45;-3.51;;2007;"Saccorhiza polyschides"
367473854;51.69;-5.10;;2012;"Saccorhiza polyschides"
367474233;58.81;-3.02;;2011;"Saccorhiza polyschides"
367474628;50.42;-5.09;;2011;"Saccorhiza polyschides"
367474743;50.67;-0.80;;1997;"Saccorhiza polyschides"
367475667;57.19;-7.25;;2006;"Saccorhiza polyschides"
367475718;50.32;-4.18;;2011;"Saccorhiza polyschides"
367475982;57.55;-7.13;;2010;"Saccorhiza polyschides"
367476135;55.22;-6.63;;2012;"Saccorhiza polyschides"
367476533;49.40;-2.36;;2010;"Saccorhiza polyschides"
367476763;50.33;-4.12;;2005;"Saccorhiza polyschides"
367477252;54.05;-4.76;;2005;"Saccorhiza polyschides"
367477446;50.28;-3.93;;2007;"Saccorhiza polyschides"
367477665;54.10;-4.76;;2009;"Saccorhiza polyschides"
367477692;50.04;-5.04;;2012;"Saccorhiza polyschides"
367477760;50.28;-3.93;;2003;"Saccorhiza polyschides"
367477794;50.34;-3.55;;2012;"Saccorhiza polyschides"
367478158;55.24;-6.34;;2012;"Saccorhiza polyschides"
367478303;53.24;-9.62;;2010;"Saccorhiza polyschides"
367478351;50.13;-5.07;;2012;"Saccorhiza polyschides"
367478704;55.84;-6.09;;1999;"Saccorhiza polyschides"
367479799;50.01;-5.08;;2011;"Saccorhiza polyschides"
367479933;51.69;-5.15;;2003;"Saccorhiza polyschides"
367479982;50.06;-5.06;;2011;"Saccorhiza polyschides"
367480385;49.97;-6.26;;2010;"Saccorhiza polyschides"
367480474;50.57;-2.03;;1997;"Saccorhiza polyschides"
367480591;52.80;-9.49;;2008;"Saccorhiza polyschides"
367480995;50.55;-2.44;;2011;"Saccorhiza polyschides"
367481026;50.41;-5.12;;2011;"Saccorhiza polyschides"
367481235;54.94;-5.73;;2012;"Saccorhiza polyschides"
367481364;49.96;-6.24;;2008;"Saccorhiza polyschides"
367481595;51.70;-5.26;;2011;"Saccorhiza polyschides"
367481832;57.04;-5.78;;2008;"Saccorhiza polyschides"
367482023;56.94;-6.14;;1998;"Saccorhiza polyschides"
367482048;51.73;-5.27;;2011;"Saccorhiza polyschides"
367482321;55.29;-5.56;;2006;"Saccorhiza polyschides"
367482472;55.22;-6.63;;2008;"Saccorhiza polyschides"
367482506;51.64;-9.85;;2012;"Saccorhiza polyschides"
367482835;49.20;-2.01;;2012;"Saccorhiza polyschides"
367482843;50.39;-3.48;;2006;"Saccorhiza polyschides"
367482991;54.10;-4.74;;2005;"Saccorhiza polyschides"
367483407;50.70;-0.77;;1997;"Saccorhiza polyschides"
367483803;50.10;-5.10;;2010;"Saccorhiza polyschides"
367483864;49.90;-6.28;;2009;"Saccorhiza polyschides"
367484416;50.29;-3.94;;2003;"Saccorhiza polyschides"
367485427;50.67;-1.54;;2009;"Saccorhiza polyschides"
367485969;57.05;-6.46;;2011;"Saccorhiza polyschides"
367486213;50.28;-3.93;;2007;"Saccorhiza polyschides"
367486235;49.86;-6.38;;2010;"Saccorhiza polyschides"
367486335;51.73;-5.26;;2010;"Saccorhiza polyschides"
367486596;50.31;-4.18;;2011;"Saccorhiza polyschides"
367486722;50.22;-3.95;;2011;"Saccorhiza polyschides"
367486865;50.28;-4.04;;2003;"Saccorhiza polyschides"
367487291;57.70;-2.12;;2009;"Saccorhiza polyschides"
367487537;51.70;-5.11;;2004;"Saccorhiza polyschides"
367487706;50.30;-4.08;;2010;"Saccorhiza polyschides"
367487946;59.51;-1.62;;2011;"Saccorhiza polyschides"
367488695;50.30;-4.09;;2010;"Saccorhiza polyschides"
367489236;50.04;-5.04;;2009;"Saccorhiza polyschides"
367489290;50.21;-3.66;;2010;"Saccorhiza polyschides"
367489604;57.54;-6.38;;1988;"Saccorhiza polyschides"
367489806;50.69;-3.02;;2009;"Saccorhiza polyschides"
